,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,plage_interval
13425,mobile,ended,25.0,,16m-30m
13426,mobile,ended,-69.0,,retour en avance
13427,mobile,canceled,,,>9h
13428,mobile,ended,2.0,,1m-15m
13429,connect,ended,23.0,,16m-30m
13430,mobile,ended,-3.0,,retour en avance
13431,mobile,ended,91.0,,1h-2h
13432,connect,ended,186.0,,3h-4h
13433,connect,ended,-972.0,,retour en avance
13434,mobile,ended,4.0,,1m-15m
13435,mobile,ended,-23.0,,retour en avance
13436,mobile,ended,477.0,,7h-8h
13437,mobile,ended,-18.0,,retour en avance
13438,connect,ended,-875.0,0.0,retour en avance
13439,mobile,canceled,,,>9h
13440,mobile,ended,-43.0,,retour en avance
13441,connect,ended,-188.0,,retour en avance
13442,mobile,ended,19.0,,16m-30m
13443,mobile,ended,42.0,,31m-45m
13444,mobile,canceled,,,>9h
13445,mobile,ended,-51.0,,retour en avance
13446,mobile,ended,10323.0,,>9h
13447,mobile,ended,-124.0,,retour en avance
13448,mobile,ended,-293.0,,retour en avance
13449,connect,ended,19.0,,16m-30m
13450,mobile,ended,-8.0,,retour en avance
13451,connect,ended,-141.0,,retour en avance
13452,mobile,ended,16.0,,16m-30m
13453,connect,ended,-822.0,,retour en avance
13454,mobile,ended,-29.0,,retour en avance
13455,mobile,ended,26.0,,16m-30m
13456,mobile,ended,2.0,,1m-15m
13457,mobile,ended,63.0,,1h-2h
13458,mobile,ended,10.0,,1m-15m
13459,mobile,ended,12.0,,1m-15m
13460,mobile,ended,-120.0,180.0,retour en avance
13461,mobile,canceled,,,>9h
13462,mobile,ended,32.0,,31m-45m
13463,mobile,ended,-81.0,,retour en avance
13464,mobile,ended,20.0,,16m-30m
13465,mobile,ended,-6.0,,retour en avance
13466,mobile,ended,74.0,,1h-2h
13467,connect,ended,40.0,,31m-45m
13468,connect,ended,-663.0,,retour en avance
13469,mobile,ended,7.0,,1m-15m
13470,mobile,ended,122.0,,2h-3h
13471,mobile,ended,,,>9h
13472,mobile,ended,-4.0,,retour en avance
13473,mobile,canceled,,,>9h
13474,mobile,ended,84.0,,1h-2h
13475,mobile,ended,33.0,,31m-45m
13476,mobile,ended,,,>9h
13477,connect,ended,-92.0,,retour en avance
13478,mobile,ended,-9.0,,retour en avance
13479,mobile,canceled,,,>9h
13480,mobile,ended,-98.0,,retour en avance
13481,connect,ended,267.0,,4h-5h
13482,mobile,ended,224.0,,3h-4h
13483,mobile,ended,370.0,,6h-7h
13484,connect,ended,7.0,,1m-15m
13485,mobile,ended,384.0,,6h-7h
13486,mobile,ended,39.0,,31m-45m
13487,mobile,canceled,,,>9h
13488,mobile,ended,65.0,,1h-2h
13489,connect,ended,2.0,,1m-15m
13490,mobile,ended,,,>9h
13491,mobile,canceled,,,>9h
13492,mobile,ended,-23.0,,retour en avance
13493,mobile,ended,-4.0,,retour en avance
13494,mobile,canceled,,,>9h
13495,connect,ended,-29.0,,retour en avance
13496,mobile,ended,14.0,,1m-15m
13497,connect,ended,-48.0,,retour en avance
13498,mobile,ended,21.0,,16m-30m
13499,connect,ended,-22.0,,retour en avance
13500,connect,ended,-333.0,,retour en avance
13501,connect,ended,8.0,,1m-15m
13502,mobile,ended,-93.0,,retour en avance
13503,mobile,canceled,,,>9h
13504,mobile,ended,38.0,,31m-45m
13505,mobile,ended,33.0,,31m-45m
13506,mobile,ended,-14.0,,retour en avance
13507,mobile,canceled,,,>9h
13508,mobile,ended,,,>9h
13509,mobile,ended,40.0,,31m-45m
13510,connect,ended,-75.0,,retour en avance
13511,mobile,ended,134.0,,2h-3h
13512,connect,canceled,,,>9h
13513,mobile,ended,-40.0,,retour en avance
13514,mobile,canceled,,,>9h
13515,mobile,canceled,,,>9h
13516,mobile,ended,-101.0,,retour en avance
13517,mobile,ended,-24.0,,retour en avance
13518,mobile,ended,-95.0,,retour en avance
13519,mobile,ended,88.0,,1h-2h
13520,mobile,ended,17.0,,16m-30m
13521,mobile,ended,-15.0,,retour en avance
13522,mobile,ended,-2.0,,retour en avance
13523,connect,ended,-45.0,630.0,retour en avance
13524,mobile,ended,287.0,,4h-5h
13525,connect,ended,1.0,,1m-15m
13526,connect,canceled,,,>9h
13527,mobile,canceled,,,>9h
13528,mobile,ended,103.0,,1h-2h
13529,mobile,ended,27.0,,16m-30m
13530,mobile,ended,42.0,,31m-45m
13531,mobile,ended,-11.0,,retour en avance
13532,mobile,ended,28.0,,16m-30m
13533,mobile,ended,-27.0,,retour en avance
13534,connect,canceled,,,>9h
13535,mobile,ended,-48.0,,retour en avance
13536,mobile,ended,94.0,,1h-2h
13537,mobile,ended,-27.0,,retour en avance
13538,mobile,ended,15.0,,1m-15m
13539,mobile,ended,51.0,,46m-60m
13540,mobile,canceled,,420.0,>9h
13541,mobile,ended,-30.0,,retour en avance
13542,mobile,ended,-384.0,,retour en avance
13543,mobile,ended,-18.0,,retour en avance
13544,mobile,ended,35.0,,31m-45m
13545,mobile,ended,,,>9h
13546,mobile,ended,54.0,,46m-60m
13547,connect,ended,-94.0,,retour en avance
13548,mobile,ended,74.0,,1h-2h
13549,mobile,ended,471.0,,7h-8h
13550,mobile,ended,62.0,510.0,1h-2h
13551,mobile,ended,,,>9h
13552,mobile,ended,-65.0,,retour en avance
13553,mobile,canceled,,,>9h
13554,mobile,ended,-13.0,,retour en avance
13555,mobile,ended,66.0,,1h-2h
13556,connect,ended,48.0,120.0,46m-60m
13557,mobile,ended,-244.0,,retour en avance
13558,mobile,ended,6.0,,1m-15m
13559,mobile,ended,113.0,,1h-2h
13560,connect,ended,-29.0,,retour en avance
13561,mobile,ended,-11.0,,retour en avance
13562,mobile,ended,5.0,,1m-15m
13563,mobile,ended,11.0,,1m-15m
13564,mobile,canceled,,,>9h
13565,mobile,ended,44.0,,31m-45m
13566,mobile,ended,5.0,,1m-15m
13567,mobile,ended,14.0,,1m-15m
13568,connect,ended,-215.0,,retour en avance
13569,mobile,ended,-1013.0,,retour en avance
13570,mobile,ended,-1.0,,retour en avance
13571,mobile,ended,191.0,,3h-4h
13572,connect,ended,48.0,,46m-60m
13573,mobile,ended,186.0,,3h-4h
13574,connect,canceled,,,>9h
13575,mobile,ended,21.0,,16m-30m
13576,mobile,ended,,,>9h
13577,mobile,ended,-61.0,,retour en avance
13578,mobile,ended,28.0,,16m-30m
13579,connect,ended,-96.0,,retour en avance
13580,mobile,canceled,,,>9h
13581,mobile,canceled,,,>9h
13582,mobile,ended,210.0,,3h-4h
13583,connect,ended,118.0,,1h-2h
13584,mobile,ended,33.0,,31m-45m
13585,mobile,ended,0.0,,0
13586,mobile,ended,6.0,,1m-15m
13587,connect,ended,-27.0,,retour en avance
13588,mobile,ended,-92.0,,retour en avance
13589,mobile,ended,-116.0,,retour en avance
13590,mobile,ended,81.0,,1h-2h
13591,mobile,ended,-180.0,,retour en avance
13592,mobile,ended,-24.0,,retour en avance
13593,connect,ended,34.0,,31m-45m
13594,mobile,ended,,,>9h
13595,mobile,ended,4.0,,1m-15m
13596,mobile,ended,29.0,,16m-30m
13597,mobile,ended,70.0,,1h-2h
13598,mobile,canceled,,,>9h
13599,mobile,ended,136.0,,2h-3h
13600,connect,ended,-6.0,,retour en avance
13601,mobile,ended,81.0,,1h-2h
13602,mobile,ended,10.0,,1m-15m
13603,connect,ended,139.0,,2h-3h
13604,mobile,canceled,,,>9h
13605,mobile,ended,156.0,,2h-3h
13606,mobile,ended,-96.0,,retour en avance
13607,mobile,ended,81.0,,1h-2h
13608,mobile,ended,25.0,,16m-30m
13609,mobile,ended,-179.0,,retour en avance
13610,mobile,ended,0.0,,0
13611,connect,canceled,,,>9h
13612,connect,ended,-16.0,,retour en avance
13613,connect,ended,6.0,0.0,1m-15m
13614,mobile,ended,-28.0,,retour en avance
13615,mobile,ended,659.0,,>9h
13616,mobile,canceled,,270.0,>9h
13617,mobile,ended,-17.0,,retour en avance
13618,connect,ended,-65.0,,retour en avance
13619,mobile,ended,-51.0,,retour en avance
13620,mobile,ended,-155.0,,retour en avance
13621,connect,ended,31.0,,31m-45m
13622,mobile,ended,37.0,,31m-45m
13623,mobile,canceled,,,>9h
13624,mobile,ended,,,>9h
13625,connect,ended,-110.0,,retour en avance
13626,mobile,ended,654.0,,>9h
13627,mobile,ended,26.0,,16m-30m
13628,mobile,ended,-2048.0,,retour en avance
13629,mobile,ended,13.0,,1m-15m
13630,mobile,ended,-18.0,,retour en avance
13631,mobile,ended,-190.0,,retour en avance
13632,mobile,ended,-17.0,,retour en avance
13633,mobile,ended,-3.0,,retour en avance
13634,mobile,canceled,,,>9h
13635,mobile,ended,-38.0,,retour en avance
13636,mobile,ended,-182.0,,retour en avance
13637,mobile,canceled,,,>9h
13638,mobile,ended,357.0,,5h-6h
13639,mobile,ended,-3.0,,retour en avance
13640,mobile,ended,49.0,,46m-60m
13641,mobile,ended,,,>9h
13642,mobile,ended,-1388.0,,retour en avance
13643,connect,ended,21.0,,16m-30m
13644,mobile,canceled,,,>9h
13645,mobile,ended,-42.0,,retour en avance
13646,mobile,ended,-136.0,,retour en avance
13647,mobile,ended,120.0,,1h-2h
13648,mobile,ended,15.0,,1m-15m
13649,mobile,ended,40.0,,31m-45m
13650,connect,ended,-29.0,270.0,retour en avance
13651,mobile,ended,,,>9h
13652,mobile,ended,-144.0,,retour en avance
13653,connect,ended,-159.0,720.0,retour en avance
13654,mobile,ended,38.0,,31m-45m
13655,mobile,canceled,,,>9h
13656,mobile,ended,-6.0,,retour en avance
13657,mobile,ended,23.0,,16m-30m
13658,connect,ended,-225.0,30.0,retour en avance
13659,mobile,ended,,,>9h
13660,mobile,ended,-11.0,,retour en avance
13661,mobile,ended,90.0,,1h-2h
13662,connect,ended,17.0,,16m-30m
13663,mobile,ended,57.0,,46m-60m
13664,mobile,ended,-198.0,,retour en avance
13665,mobile,ended,19.0,,16m-30m
13666,mobile,ended,,,>9h
13667,mobile,ended,-28.0,,retour en avance
13668,mobile,ended,191.0,,3h-4h
13669,mobile,ended,193.0,,3h-4h
13670,mobile,ended,-51.0,,retour en avance
13671,mobile,canceled,,,>9h
13672,mobile,ended,-9.0,,retour en avance
13673,connect,ended,23.0,,16m-30m
13674,mobile,canceled,,,>9h
13675,connect,ended,61.0,,1h-2h
13676,mobile,ended,0.0,660.0,0
13677,mobile,ended,-8.0,120.0,retour en avance
13678,connect,ended,-48.0,,retour en avance
13679,mobile,ended,-701.0,,retour en avance
13680,connect,ended,-280.0,,retour en avance
13681,mobile,ended,-16.0,,retour en avance
13682,mobile,ended,134.0,,2h-3h
13683,mobile,canceled,,,>9h
13684,mobile,ended,17.0,,16m-30m
13685,connect,ended,-5.0,,retour en avance
13686,mobile,ended,5.0,,1m-15m
13687,mobile,canceled,,,>9h
13688,connect,ended,12.0,,1m-15m
13689,connect,canceled,,360.0,>9h
13690,mobile,ended,1.0,,1m-15m
13691,connect,ended,-22.0,,retour en avance
13692,mobile,ended,251.0,,4h-5h
13693,mobile,ended,42.0,,31m-45m
13694,connect,ended,93.0,,1h-2h
13695,mobile,ended,-7.0,,retour en avance
13696,mobile,ended,72.0,,1h-2h
13697,connect,ended,-141.0,,retour en avance
13698,mobile,canceled,,,>9h
13699,mobile,ended,,,>9h
13700,mobile,ended,53.0,,46m-60m
13701,mobile,ended,180.0,,2h-3h
13702,mobile,ended,60.0,,46m-60m
13703,mobile,canceled,,,>9h
13704,mobile,ended,18.0,,16m-30m
13705,mobile,ended,-39.0,,retour en avance
13706,mobile,ended,559.0,,>9h
13707,mobile,ended,12.0,,1m-15m
13708,connect,ended,27.0,,16m-30m
13709,mobile,ended,-52.0,,retour en avance
13710,mobile,ended,-35.0,,retour en avance
13711,mobile,ended,-38.0,,retour en avance
13712,mobile,ended,,,>9h
13713,mobile,ended,1397.0,,>9h
13714,mobile,ended,59.0,,46m-60m
13715,mobile,ended,0.0,,0
13716,mobile,ended,125.0,,2h-3h
13717,mobile,ended,52.0,,46m-60m
13718,mobile,ended,-121.0,60.0,retour en avance
13719,connect,ended,-111.0,120.0,retour en avance
13720,mobile,ended,-277.0,,retour en avance
13721,mobile,ended,20.0,,16m-30m
13722,mobile,ended,4.0,,1m-15m
13723,mobile,ended,-89.0,,retour en avance
13724,mobile,ended,,,>9h
13725,connect,ended,-23.0,,retour en avance
13726,mobile,ended,35.0,,31m-45m
13727,mobile,ended,144.0,,2h-3h
13728,mobile,ended,11.0,,1m-15m
13729,mobile,ended,-126.0,,retour en avance
13730,connect,canceled,,,>9h
13731,mobile,ended,-150.0,120.0,retour en avance
13732,connect,ended,-165.0,0.0,retour en avance
13733,mobile,ended,17.0,0.0,16m-30m
13734,mobile,ended,9.0,,1m-15m
13735,mobile,ended,10.0,,1m-15m
13736,mobile,canceled,,,>9h
13737,mobile,canceled,,,>9h
13738,mobile,ended,-825.0,,retour en avance
13739,mobile,ended,125.0,,2h-3h
13740,mobile,ended,-87.0,,retour en avance
13741,mobile,ended,-36.0,,retour en avance
13742,mobile,ended,264.0,,4h-5h
13743,mobile,ended,-853.0,30.0,retour en avance
13744,mobile,canceled,,,>9h
13745,connect,ended,-53.0,,retour en avance
13746,mobile,ended,469.0,,7h-8h
13747,mobile,canceled,,,>9h
13748,mobile,ended,7.0,,1m-15m
13749,mobile,ended,-158.0,420.0,retour en avance
13750,mobile,ended,329.0,,5h-6h
13751,mobile,ended,,,>9h
13752,mobile,canceled,,,>9h
13753,mobile,ended,60.0,,46m-60m
13754,mobile,ended,9.0,,1m-15m
13755,mobile,ended,-65.0,,retour en avance
13756,mobile,ended,-3.0,,retour en avance
13757,mobile,ended,190.0,,3h-4h
13758,mobile,canceled,,,>9h
13759,mobile,ended,-6.0,,retour en avance
13760,connect,ended,-72.0,,retour en avance
13761,mobile,canceled,,690.0,>9h
13762,mobile,ended,1035.0,,>9h
13763,mobile,ended,152.0,,2h-3h
13764,mobile,ended,,,>9h
13765,mobile,ended,1055.0,,>9h
13766,connect,ended,24.0,,16m-30m
13767,connect,ended,,,>9h
13768,mobile,ended,37.0,720.0,31m-45m
13769,mobile,ended,-82.0,,retour en avance
13770,mobile,ended,-663.0,,retour en avance
13771,mobile,ended,-119.0,,retour en avance
13772,mobile,ended,113.0,,1h-2h
13773,mobile,ended,,,>9h
13774,mobile,canceled,,,>9h
13775,connect,ended,8.0,,1m-15m
13776,mobile,ended,37382.0,,>9h
13777,mobile,ended,-11.0,60.0,retour en avance
13778,mobile,ended,20.0,,16m-30m
13779,mobile,ended,-377.0,,retour en avance
13780,mobile,ended,3.0,,1m-15m
13781,connect,canceled,,,>9h
13782,connect,ended,-58.0,,retour en avance
13783,mobile,ended,22.0,,16m-30m
13784,mobile,ended,45.0,,31m-45m
13785,mobile,ended,36.0,,31m-45m
13786,mobile,ended,-48.0,,retour en avance
13787,connect,ended,74.0,,1h-2h
13788,mobile,ended,-8.0,,retour en avance
13789,mobile,canceled,,,>9h
13790,mobile,ended,-110.0,,retour en avance
13791,mobile,ended,-21.0,,retour en avance
13792,mobile,ended,-544.0,,retour en avance
13793,mobile,ended,105.0,,1h-2h
13794,mobile,ended,34.0,,31m-45m
13795,connect,canceled,,,>9h
13796,mobile,ended,7.0,,1m-15m
13797,mobile,ended,-145.0,,retour en avance
13798,mobile,ended,-67.0,,retour en avance
13799,mobile,ended,,,>9h
13800,mobile,ended,30.0,,16m-30m
13801,mobile,canceled,,,>9h
13802,connect,ended,-2.0,,retour en avance
13803,mobile,ended,,,>9h
13804,connect,canceled,,,>9h
13805,mobile,canceled,,,>9h
13806,mobile,ended,53.0,,46m-60m
13807,mobile,ended,,,>9h
13808,connect,ended,-606.0,,retour en avance
13809,mobile,ended,31.0,,31m-45m
13810,mobile,ended,-123.0,,retour en avance
13811,connect,ended,-284.0,,retour en avance
13812,mobile,canceled,,,>9h
13813,mobile,ended,-5.0,,retour en avance
13814,connect,canceled,,630.0,>9h
13815,mobile,ended,-92.0,,retour en avance
13816,mobile,ended,-63.0,,retour en avance
13817,mobile,ended,1034.0,,>9h
13818,mobile,ended,93.0,,1h-2h
13819,mobile,ended,-829.0,,retour en avance
13820,mobile,ended,-27.0,,retour en avance
13821,mobile,ended,-121.0,,retour en avance
13822,mobile,ended,32.0,,31m-45m
13823,mobile,ended,210.0,,3h-4h
13824,mobile,ended,-49.0,,retour en avance
13825,mobile,canceled,,,>9h
13826,mobile,ended,0.0,,0
13827,mobile,ended,107.0,,1h-2h
13828,mobile,ended,-21.0,,retour en avance
13829,mobile,ended,172.0,570.0,2h-3h
13830,mobile,ended,82.0,,1h-2h
13831,mobile,ended,22.0,,16m-30m
13832,mobile,ended,136.0,,2h-3h
13833,mobile,ended,74.0,,1h-2h
13834,mobile,ended,,,>9h
13835,mobile,canceled,,,>9h
13836,mobile,canceled,,,>9h
13837,connect,ended,69.0,,1h-2h
13838,mobile,ended,-129.0,,retour en avance
13839,mobile,ended,,,>9h
13840,mobile,canceled,,120.0,>9h
13841,connect,ended,-43.0,,retour en avance
13842,connect,ended,-14.0,,retour en avance
13843,mobile,ended,1063.0,,>9h
13844,mobile,ended,-2368.0,,retour en avance
13845,connect,ended,,,>9h
13846,mobile,ended,-67.0,,retour en avance
13847,mobile,ended,14.0,,1m-15m
13848,connect,ended,32.0,,31m-45m
13849,mobile,ended,-18.0,,retour en avance
13850,mobile,ended,19.0,,16m-30m
13851,mobile,ended,73.0,,1h-2h
13852,mobile,canceled,,,>9h
13853,connect,ended,-111.0,,retour en avance
13854,mobile,ended,-10.0,,retour en avance
13855,mobile,ended,,540.0,>9h
13856,mobile,ended,22.0,,16m-30m
13857,mobile,canceled,,,>9h
13858,mobile,ended,2646.0,,>9h
13859,mobile,ended,48.0,,46m-60m
13860,mobile,ended,240.0,,3h-4h
13861,mobile,ended,40.0,,31m-45m
13862,connect,ended,68.0,30.0,1h-2h
13863,connect,ended,33.0,90.0,31m-45m
13864,mobile,ended,,,>9h
13865,connect,ended,47.0,,46m-60m
13866,mobile,canceled,,150.0,>9h
13867,mobile,ended,58.0,,46m-60m
13868,mobile,ended,76.0,,1h-2h
13869,mobile,canceled,,,>9h
13870,mobile,ended,,,>9h
13871,mobile,ended,-78.0,,retour en avance
13872,connect,canceled,,,>9h
13873,mobile,ended,-236.0,,retour en avance
13874,mobile,ended,60.0,,46m-60m
13875,mobile,canceled,,,>9h
13876,mobile,canceled,,,>9h
13877,mobile,ended,0.0,,0
13878,mobile,ended,-53.0,,retour en avance
13879,mobile,ended,-87.0,,retour en avance
13880,mobile,canceled,,,>9h
13881,mobile,ended,122.0,,2h-3h
13882,mobile,ended,-106.0,,retour en avance
13883,mobile,ended,54.0,,46m-60m
13884,mobile,ended,-30.0,,retour en avance
13885,mobile,ended,-79.0,,retour en avance
13886,connect,canceled,,,>9h
13887,mobile,ended,17.0,,16m-30m
13888,mobile,ended,-38.0,,retour en avance
13889,mobile,canceled,,,>9h
13890,mobile,ended,81.0,,1h-2h
13891,mobile,ended,47.0,,46m-60m
13892,mobile,ended,,,>9h
13893,mobile,ended,-16.0,,retour en avance
13894,mobile,ended,151.0,,2h-3h
13895,mobile,ended,,,>9h
13896,connect,ended,23.0,690.0,16m-30m
13897,mobile,ended,2302.0,,>9h
13898,mobile,ended,-598.0,,retour en avance
13899,mobile,ended,-19.0,,retour en avance
13900,mobile,ended,38.0,,31m-45m
13901,mobile,ended,70.0,,1h-2h
13902,mobile,ended,-50.0,,retour en avance
13903,mobile,ended,-25.0,,retour en avance
13904,mobile,ended,242.0,,4h-5h
13905,mobile,ended,94.0,,1h-2h
13906,mobile,ended,-147.0,,retour en avance
13907,connect,ended,,0.0,>9h
13908,mobile,canceled,,,>9h
13909,mobile,ended,35.0,,31m-45m
13910,mobile,ended,,,>9h
13911,mobile,ended,108.0,,1h-2h
13912,mobile,ended,59.0,,46m-60m
13913,mobile,ended,,,>9h
13914,mobile,ended,793.0,,>9h
13915,mobile,ended,-42.0,,retour en avance
13916,mobile,canceled,,,>9h
13917,mobile,ended,38.0,,31m-45m
13918,mobile,ended,,,>9h
13919,mobile,ended,-8.0,,retour en avance
13920,mobile,ended,23.0,,16m-30m
13921,connect,ended,151.0,,2h-3h
13922,connect,ended,-10.0,60.0,retour en avance
13923,mobile,ended,-35.0,90.0,retour en avance
13924,mobile,ended,79.0,,1h-2h
13925,mobile,ended,-93.0,,retour en avance
13926,mobile,ended,10.0,,1m-15m
13927,mobile,ended,-93.0,,retour en avance
13928,connect,ended,-25.0,330.0,retour en avance
13929,connect,ended,-21.0,,retour en avance
13930,mobile,ended,9.0,,1m-15m
13931,mobile,ended,35.0,,31m-45m
13932,connect,ended,-12.0,660.0,retour en avance
13933,mobile,ended,18.0,,16m-30m
13934,mobile,canceled,,600.0,>9h
13935,mobile,ended,,,>9h
13936,connect,ended,-294.0,450.0,retour en avance
13937,connect,ended,-28.0,,retour en avance
13938,mobile,ended,,,>9h
13939,mobile,ended,77.0,,1h-2h
13940,connect,ended,-123.0,600.0,retour en avance
13941,mobile,ended,,60.0,>9h
13942,mobile,ended,91.0,,1h-2h
13943,mobile,ended,-8.0,,retour en avance
13944,mobile,ended,,,>9h
13945,mobile,canceled,,,>9h
13946,mobile,ended,,,>9h
13947,mobile,ended,-103.0,,retour en avance
13948,mobile,ended,-54.0,,retour en avance
13949,mobile,ended,352.0,,5h-6h
13950,mobile,ended,295.0,,4h-5h
13951,connect,ended,55.0,,46m-60m
13952,mobile,ended,247.0,,4h-5h
13953,connect,canceled,,,>9h
13954,mobile,canceled,,,>9h
13955,mobile,ended,241.0,,4h-5h
13956,mobile,ended,5.0,,1m-15m
13957,mobile,ended,-36.0,,retour en avance
13958,mobile,ended,144.0,,2h-3h
13959,mobile,ended,,,>9h
13960,mobile,ended,10.0,,1m-15m
13961,connect,ended,4.0,,1m-15m
13962,mobile,ended,-834.0,,retour en avance
13963,mobile,ended,124.0,120.0,2h-3h
13964,connect,ended,1262.0,,>9h
13965,connect,ended,115.0,,1h-2h
13966,mobile,ended,9.0,,1m-15m
13967,mobile,ended,11.0,600.0,1m-15m
13968,mobile,ended,538.0,,>9h
13969,mobile,ended,456.0,,7h-8h
13970,mobile,ended,-74.0,,retour en avance
13971,mobile,ended,-85.0,,retour en avance
13972,mobile,ended,-150.0,,retour en avance
13973,mobile,ended,32.0,,31m-45m
13974,connect,ended,-584.0,,retour en avance
13975,mobile,canceled,,,>9h
13976,connect,ended,-73.0,600.0,retour en avance
13977,mobile,canceled,,,>9h
13978,connect,ended,189.0,,3h-4h
13979,mobile,ended,-42.0,,retour en avance
13980,connect,canceled,,,>9h
13981,mobile,ended,287.0,,4h-5h
13982,mobile,ended,-83.0,,retour en avance
13983,mobile,ended,,,>9h
13984,mobile,canceled,,,>9h
